Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,EC(mmhos/cm2),N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
34.4,79,60,Clayey,jowar,41,21,15,6.971534247,1.45,Low,Low,Low,Stop P,Borax + Elemental Sulphur mixture,None
22.7,37,27,Clayey,jowar,8,96,32,6.971534247,1,Low,High,Low,Sulphate of Potash (SOP),Gypsum + Borax mixture,Gypsum + Organic matter
20.2,49,39,Alluvial,garlic,108,56,32,6.971534247,0.93,High,Optimal,Low,Ammonium Chloride,Borax + Elemental Sulphur mixture,None
21.9,74,78,Black,rice,38,47,14,6.971534247,1.33,Optimal,Optimal,Low,Split N doses,Borax + Zinc Sulphate mixture,None
27.2,73,90,Alluvial,cotton,69,31,54,6.971534247,0.78,Optimal,Optimal,Optimal,Urea Ammonium Nitrate (UAN),Magnesium Sulphate + Zinc Sulphate mixture,None
24.8,85,72,Red,sugarcane,14,30,34,6.971534247,0.98,Low,Optimal,Low,Urea Ammonium Nitrate (UAN),Zinc Sulphate,Wood ash + Biochar
33.8,69,80,Laterite,onion,17,80,69,6.971534247,0.84,Low,High,Optimal,Stop P,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
21.9,82,20,Black,groundnut,89,89,82,6.971534247,1.4,High,High,Optimal,Ammonium Chloride,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
24.9,74,74,Alkaline soil,jowar,27,94,44,6.971534247,0.92,Low,High,Optimal,Calcium Ammonium Nitrate (CAN),Borax + Ammonium Molybdate mixture,Gypsum + Organic matter
14.2,67,42,Red,bajra,32,80,89,6.971534247,1.35,Low,High,High,Reduce N,Magnesium Sulphate,Sulphur
29.5,69,58,Red,chickpea,106,59,10,6.971534247,1.11,High,High,Low,Monoammonium Phosphate (MAP),Ferrous Sulphate + Manganese Sulphate mixture,None
28.7,54,70,Clayey,ragi,107,93,110,6.971534247,1.02,High,High,High,Calcium Ammonium Nitrate (CAN),Zinc Sulphate,None
28.5,49,26,Laterite,maize,65,22,13,6.971534247,1.1,Optimal,Low,Low,Stop P,Zinc Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
16.1,91,31,Alkaline soil,groundnut,65,52,29,6.971534247,1.34,Optimal,Optimal,Low,Sulphate of Potash (SOP),Ferrous Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
21.1,54,70,Alkaline soil,mustard,51,69,25,6.971534247,1.31,Optimal,High,Low,Avoid N,Magnesium Sulphate + Zinc Sulphate mixture,None
34,82,46,Red,mustard,9,20,55,9.15,4.2,Low,Low,Optimal,Reduce N,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
10.8,39,48,Red,sugarcane,15,40,109,9.24,3.69,Low,Optimal,High,Ammonium Chloride,Ammonium Molybdate + Zinc Sulphate mixture,Sulphur
33.2,48,86,Red,mustard,6,73,54,6.971534247,0.62,Low,High,Optimal,Muriate of Potash (MOP),Ammonium Molybdate + Zinc Sulphate mixture,None
26.1,48,83,Laterite,garlic,26,36,109,6.971534247,1.22,Low,Optimal,High,Urea,Ferrous Sulphate + Manganese Sulphate mixture,None
23.2,39,50,Black,soyabean,96,64,76,6.971534247,1.07,High,High,Optimal,Avoid Phosphate application,Zinc Sulphate + Manganese Sulphate mixture,Sulphur (Tea prefers acidic)
34,74,74,Clayey,cotton,63,33,103,6.971534247,1.39,Optimal,Optimal,High,Rock Phosphate,Ferrous Sulphate,None
37.1,84,66,Laterite,chickpea,102,17,73,6.971534247,0.53,High,Low,Optimal,Triple Super Phosphate (TSP),Ferrous Sulphate,None
26.2,36,31,Clayey,barley,60,56,43,6.01,1.74,Optimal,Optimal,Optimal,Rock Phosphate,Ferrous Sulphate,Gypsum
39.1,92,39,Red,maize,25,25,19,6.971534247,0.91,Low,Low,Low,Avoid Potash,Gypsum + Borax mixture,None
26.6,95,26,Red,bajra,58,47,45,6.971534247,0.8,Optimal,Optimal,Optimal,Balanced NPK (maintenance),Ferrous Sulphate + Zinc Sulphate mixture,None
19.8,71,42,Black,ragi,15,15,65,6.971534247,0.56,Low,Low,Optimal,Calcium Ammonium Nitrate,Manganese Sulphate,Gypsum
22.9,46,69,Red,mustard,20,21,88,6.971534247,0.85,Low,Low,High,Ammonium Nitrate,Ferrous Sulphate + Zinc Sulphate mixture,None
18.6,34,93,Arid,chickpea,76,18,20,6.971534247,1.46,Optimal,Low,Low,Calcium Ammonium Nitrate (CAN),Borax + Ammonium Molybdate mixture,None
33.6,35,62,Alkaline soil,wheat,118,28,26,6.971534247,0.69,High,Optimal,Low,Avoid Potash,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum + Sulphur
26.9,95,70,Clayey,rice,101,44,84,6.971534247,0.62,High,Optimal,High,Urea Ammonium Nitrate (UAN),Rhizobium Biofertilizer + Zinc Sulphate mixture,None
26.6,92,72,Laterite,chickpea,106,16,64,6.4,1.42,High,Low,Optimal,Diammonium Phosphate (DAP),Borax + Ammonium Molybdate mixture,Organic matter composts
30.8,36,47,Arid,groundnut,35,57,88,6.971534247,1.25,Optimal,Optimal,High,Muriate of Potash (MOP),Gypsum + Borax mixture,None
19.5,48,39,Black,sugarcane,40,25,32,6.971534247,1.04,Optimal,Low,Low,Single Super Phosphate (SSP),Ferrous Sulphate,None
26.9,77,25,Black,soyabean,9,14,107,6.971534247,1.45,Low,Low,High,Split N doses,Magnesium Sulphate,Wood ash + Biochar
35,41,75,Laterite,bajra,101,40,41,6.971534247,1.13,High,Optimal,Optimal,Urea Ammonium Nitrate (UAN),Gypsum + Borax mixture,None
27.7,49,39,Alkaline soil,garlic,99,79,102,6.971534247,0.62,High,High,High,Sulphate of Potash (SOP),Ferrous Sulphate + Zinc Sulphate mixture,Lime
30,48,36,Alluvial,soyabean,16,35,111,6.971534247,0.93,Low,Optimal,High,Rock Phosphate,Magnesium Sulphate + Zinc Sulphate mixture,None
23.9,60,66,Clayey,jowar,75,61,38,6.971534247,1.42,High,Optimal,Optimal,Calcium Ammonium Nitrate (CAN),Borax + Ammonium Molybdate mixture,Compost (Coffee prefers slightly acidic)
33.9,35,26,Arid,garlic,33,23,44,6.971534247,1.06,Low,Low,Optimal,Stop K,Ammonium Molybdate + Zinc Sulphate mixture,Sulphur
24.9,42,69,Alkaline soil,maize,64,81,111,6.971534247,0.66,Optimal,High,High,Avoid N,Ferrous Sulphate + Manganese Sulphate mixture,None
20.4,43,63,Alluvial,onion,50,86,31,6.971534247,1.25,Optimal,High,Low,Stop P,Zinc Sulphate + Borax mixture,None
14.4,33,39,Arid,bajra,20,42,90,6.971534247,1.06,Low,Optimal,High,Urea Ammonium Nitrate (UAN),Rhizobium Biofertilizer + Zinc Sulphate mixture,None
23.1,30,60,Alluvial,sugarcane,79,44,108,9.01,2.26,Optimal,Optimal,High,Calcium Ammonium Nitrate (CAN),Borax + Zinc Sulphate mixture,Organic matter composts
28.4,73,63,Black,groundnut,76,39,60,6.971534247,0.97,High,Optimal,Optimal,Calcium Ammonium Nitrate (CAN),Manganese Sulphate,None
24,69,54,Clayey,onion,20,94,32,6.971534247,1.19,Low,High,Low,Reduce N,Magnesium Sulphate + Zinc Sulphate mixture,None
27.3,76,40,Alluvial,onion,114,92,66,9.2,2.17,High,High,Optimal,Urea,Borax + Ammonium Molybdate mixture,Gypsum + Sulphur
27.9,89,64,Laterite,ragi,118,66,90,6.971534247,1.47,High,High,High,Ammonium Sulphate,Manganese Sulphate,None
23,69,30,Arid,rice,44,78,20,6.971534247,1.2,Optimal,High,Low,Split N doses,Borax + Ammonium Molybdate mixture,None
17.3,30,58,Arid,cotton,73,65,105,9.13,4.17,High,High,High,Stop K,Magnesium Sulphate + Zinc Sulphate mixture,Organic matter composts
33.9,35,26,Arid,garlic,33,23,44,6.971534247,1.06,Low,Low,Optimal,Stop K,Ammonium Molybdate + Zinc Sulphate mixture,Sulphur
33.2,50,32,Alluvial,groundnut,92,48,52,6.971534247,1.27,High,Optimal,Optimal,Split N doses,Ferrous Sulphate + Manganese Sulphate mixture,None
36.8,62,56,Black,barley,103,7,26,6.51,1.63,High,Low,Low,Ammonium Sulphate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum
31.2,63,41,Black,maize,44,26,73,6.971534247,1.02,Low,Low,Optimal,Single Super Phosphate (SSP),Borax + Elemental Sulphur mixture,Wood ash + Biochar
26.3,61,35,Laterite,mustard,23,25,90,6.971534247,0.56,Low,Low,High,Rock Phosphate,Zinc Sulphate + Borax mixture,Organic matter composts
22.3,56,75,Clayey,wheat,99,71,22,6.971534247,1.01,High,High,Low,Urea Ammonium Nitrate (UAN),Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
22.7,79,98,Alkaline soil,barley,104,52,9,6.971534247,0.71,High,Optimal,Low,Muriate of Potash (MOP),Borax + Zinc Sulphate mixture,Wood ash + Biochar
31.7,93,71,Laterite,mustard,34,9,115,6.971534247,0.74,Optimal,Low,High,Diammonium Phosphate (DAP),Manganese Sulphate,None
26,53,43,Alluvial,cotton,40,34,49,6.971534247,0.99,Low,Optimal,Optimal,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate,None
26.7,51,67,Laterite,chickpea,89,73,27,6.63,1.47,High,High,Low,Avoid N,Borax + Zinc Sulphate mixture,Organic matter composts
17.5,38,85,Laterite,garlic,96,43,92,6.971534247,0.65,High,Optimal,High,Avoid Phosphate application,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
21.5,74,16,Arid,mustard,41,41,52,6.971534247,1.45,Low,Optimal,Optimal,Urea,Ferrous Sulphate + Manganese Sulphate mixture,Compost (Coffee prefers slightly acidic)
32,57,29,Red,soyabean,16,9,116,6.971534247,1.35,Low,Low,High,Ammonium Chloride,Borax + Zinc Sulphate mixture,None
22.6,42,77,Arid,moong,85,5,112,6.971534247,0.61,High,Low,High,Avoid N,Magnesium Sulphate + Zinc Sulphate mixture,None
22.5,70,72,Black,mustard,20,43,90,6.971534247,1.45,Low,Optimal,High,Rock Phosphate,Borax + Zinc Sulphate mixture,None
22.4,73,67,Clayey,moong,20,48,97,6.971534247,1.47,Low,Optimal,High,Ammonium Sulphate,Gypsum + Borax mixture,None
21.8,49,50,Alkaline soil,bajra,53,80,70,6.971534247,1.02,Optimal,High,Optimal,Split N doses,Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Sulphur
25.4,86,47,Laterite,moong,36,72,35,6.971534247,0.81,Low,High,Low,Urea,Magnesium Sulphate,None
28.7,37,49,Red,barley,51,65,27,9.18,2.04,Optimal,High,Low,Urea,Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Sulphur
25.1,83,78,Alkaline soil,cotton,30,88,61,6.971534247,0.57,Low,High,Optimal,Calcium Ammonium Nitrate,Manganese Sulphate,None
30.6,71,78,Alkaline soil,ragi,27,97,16,9.15,3.17,Low,High,Low,Ammonium Chloride,Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
29.8,87,19,Black,ragi,107,43,39,6.971534247,0.74,High,Optimal,Optimal,Diammonium Phosphate (DAP),Ferrous Sulphate + Manganese Sulphate mixture,None
26,42,69,Arid,bajra,48,32,55,9.26,4.32,Optimal,Optimal,Optimal,Ammonium Chloride,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
17.9,78,52,Alkaline soil,cotton,43,79,63,9.49,2.83,Optimal,High,Optimal,Diammonium Phosphate (DAP),Zinc Sulphate + Manganese Sulphate mixture,Gypsum
24.8,36,61,Red,wheat,23,7,11,6.971534247,0.57,Low,Low,Low,Triple Super Phosphate (TSP),Borax + Elemental Sulphur mixture,None
26.2,61,32,Alkaline soil,groundnut,83,44,80,6.971534247,1.47,High,Optimal,High,Triple Super Phosphate (TSP),Borax + Zinc Sulphate mixture,Gypsum + Organic matter
19.2,70,33,Clayey,wheat,26,62,70,9.18,3.3,Low,High,Optimal,Ammonium Sulphate,Ferrous Sulphate + Zinc Sulphate mixture,Organic matter composts
24.4,74,39,Clayey,jowar,27,50,59,9.48,4.16,Low,Optimal,Optimal,Stop K,Ferrous Sulphate,Gypsum
24.4,58,65,Black,mustard,16,85,20,6.971534247,1.36,Low,High,Low,Single Super Phosphate (SSP),Borax + Elemental Sulphur mixture,None
26.5,30,46,Clayey,ragi,110,35,123,7.64,1.02,High,Optimal,High,Muriate of Potash (MOP),Borax + Zinc Sulphate mixture,Gypsum
20,44,75,Alluvial,rice,56,19,31,8.02,1.8,Optimal,Low,Low,Reduce N,Gypsum + Borax mixture,Gypsum
30.7,50,76,Red,mustard,29,53,43,6.971534247,1.03,Low,Optimal,Optimal,Ammonium Nitrate,Borax + Zinc Sulphate mixture,None
24.5,93,67,Clayey,maize,31,102,112,6.971534247,0.7,Low,High,High,Avoid Potash,Zinc Sulphate + Manganese Sulphate mixture,Gypsum + Sulphur
20.7,41,81,Laterite,rice,68,40,120,6.971534247,1.2,Optimal,Optimal,High,Monoammonium Phosphate (MAP),Magnesium Sulphate + Zinc Sulphate mixture,None
27.7,94,83,Arid,chickpea,67,5,107,6.971534247,0.67,Optimal,Low,High,Reduce N,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
29.6,71,39,Laterite,groundnut,90,52,9,6.971534247,1.01,High,Optimal,Low,Avoid Phosphate application,Magnesium Sulphate + Zinc Sulphate mixture,None
28.8,61,31,Alkaline soil,ragi,84,50,105,9.25,3.33,High,Optimal,High,Urea,Magnesium Sulphate,Gypsum
33.2,83,82,Clayey,onion,19,67,29,6.971534247,0.55,Low,High,Low,Stop K,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
32.9,37,39,Alkaline soil,chickpea,66,77,103,6.02,2.49,Optimal,High,High,Ammonium Nitrate,Borax + Ammonium Molybdate mixture,Organic matter composts
26.6,33,75,Alluvial,moong,116,37,54,6.971534247,0.93,High,Optimal,Optimal,Avoid N,Borax + Elemental Sulphur mixture,None
29.2,40,24,Alluvial,rice,84,21,18,6.93,1.08,High,Low,Low,Stop K,Zinc Sulphate,Sulphur
30.1,88,24,Alluvial,bajra,108,19,68,9.26,3.31,High,Low,Optimal,Reduce N,Magnesium Sulphate,Organic matter composts
37.3,76,58,Clayey,wheat,25,44,16,9.19,3.13,Low,Optimal,Low,Calcium Ammonium Nitrate,Borax + Elemental Sulphur mixture,Organic matter composts
25.1,64,75,Arid,mustard,106,49,23,9.01,4.43,High,Optimal,Low,Ammonium Sulphate,Zinc Sulphate + Borax mixture,Gypsum + Sulphur
28.2,73,16,Red,moong,28,92,68,9.4,2.01,Low,High,Optimal,Split N doses,Borax + Zinc Sulphate mixture,Gypsum + Sulphur
17.7,55,50,Red,sugarcane,63,32,49,6.971534247,1.22,Optimal,Optimal,Optimal,Ammonium Sulphate,Zinc Sulphate + Manganese Sulphate mixture,Compost (Coffee prefers slightly acidic)
26.9,83,22,Alluvial,groundnut,23,46,121,9.47,3.25,Low,Optimal,High,Muriate of Potash (MOP),Magnesium Sulphate,Gypsum + Sulphur
20.5,34,28,Alluvial,wheat,104,65,74,7.1,1.2,High,High,Optimal,Rock Phosphate,Zinc Sulphate,Sulphur
27.9,74,69,Alluvial,ragi,119,97,43,6.971534247,0.55,High,High,Optimal,Reduce N,Ferrous Sulphate + Manganese Sulphate mixture,None
29.9,76,44,Red,wheat,105,75,55,6.971534247,0.62,High,High,Optimal,Split N doses,Zinc Sulphate + Borax mixture,Gypsum + Sulphur
16.7,85,63,Red,onion,24,36,19,6.971534247,1.4,Low,Optimal,Low,Balanced NPK (maintenance),Ammonium Molybdate + Zinc Sulphate mixture,Organic matter composts
31.6,93,67,Red,wheat,47,75,54,6.971534247,1.07,Low,High,Optimal,Reduce N,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
23.8,48,31,Alkaline soil,garlic,112,61,18,6.971534247,1.25,High,High,Low,Urea Ammonium Nitrate (UAN),Ferrous Sulphate + Manganese Sulphate mixture,None
23.2,34,94,Alluvial,wheat,40,61,98,6.971534247,0.62,Low,High,High,Ammonium Nitrate,Ferrous Sulphate + Zinc Sulphate mixture,None
27.9,89,75,Alluvial,groundnut,54,18,90,6.971534247,0.59,Optimal,Low,High,Urea Ammonium Nitrate (UAN),Ammonium Molybdate + Zinc Sulphate mixture,Organic matter composts
32.3,38,31,Laterite,barley,82,43,108,9.22,3.42,Optimal,Optimal,High,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate + Manganese Sulphate mixture,Sulphur
29.2,30,50,Clayey,bajra,92,51,95,6.971534247,1.41,High,Optimal,High,Stop K,Manganese Sulphate,None
18.6,32,50,Arid,moong,77,54,22,7.21,2.2,Optimal,Optimal,Low,Stop P,Manganese Sulphate,Gypsum
27,93,43,Red,barley,26,4,51,6.68,1.42,Low,Low,Optimal,Avoid Phosphate application,Manganese Sulphate,Gypsum
16.8,66,77,Clayey,barley,48,56,38,6.971534247,1.22,Optimal,Optimal,Low,Diammonium Phosphate (DAP),Ammonium Molybdate + Zinc Sulphate mixture,Gypsum + Sulphur
24,51,82,Laterite,rice,104,46,98,6.971534247,1.37,High,Optimal,High,Single Super Phosphate (SSP),Zinc Sulphate + Borax mixture,None
22.8,44,78,Arid,ragi,97,37,92,6.971534247,1.37,High,Optimal,High,Single Super Phosphate (SSP),Gypsum + Borax mixture,None
29.9,74,90,Alluvial,rice,23,18,10,6.971534247,1.34,Low,Low,Low,Avoid N,Borax + Elemental Sulphur mixture,None
23,72,52,Black,chickpea,18,81,27,6.971534247,0.59,Low,High,Low,Muriate of Potash (MOP),Borax + Ammonium Molybdate mixture,Gypsum + Sulphur
24.1,81,45,Laterite,sugarcane,14,34,11,6.971534247,1.06,Low,Optimal,Low,Monoammonium Phosphate (MAP),Borax + Elemental Sulphur mixture,None
20.9,60,57,Red,barley,128,72,105,6.971534247,0.62,High,High,High,Calcium Ammonium Nitrate,Manganese Sulphate,Lime
11.2,80,53,Arid,groundnut,66,41,78,7.31,1.61,Optimal,Optimal,Optimal,Ammonium Nitrate,Zinc Sulphate + Borax mixture,Gypsum
34.5,93,21,Clayey,rice,101,70,15,6.971534247,1.28,High,High,Low,Urea Ammonium Nitrate (UAN),Manganese Sulphate,None
16.4,59,75,Alluvial,moong,57,5,46,6.971534247,1.11,Optimal,Low,Optimal,Calcium Ammonium Nitrate (CAN),Zinc Sulphate + Borax mixture,None
27.5,38,25,Red,cotton,95,73,113,6.971534247,1.28,High,High,High,Rock Phosphate,Zinc Sulphate,None
17.1,64,41,Black,rice,71,102,108,6.15,1.63,Optimal,High,High,Sulphate of Potash (SOP),Ferrous Sulphate,Organic matter composts
29.5,89,63,Laterite,onion,31,82,124,6.971534247,1.26,Low,High,High,Urea Ammonium Nitrate (UAN),Ferrous Sulphate,None
27.9,85,48,Arid,garlic,39,26,107,6.971534247,1.43,Optimal,Low,High,Calcium Ammonium Nitrate,Manganese Sulphate,Gypsum + Organic matter
22.5,60,84,Red,maize,97,66,67,6.971534247,1.35,High,High,Optimal,Avoid N,Zinc Sulphate,Gypsum
17.4,83,78,Alkaline soil,sugarcane,107,96,15,6.971534247,1.25,High,High,Low,Muriate of Potash (MOP),Borax + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
26.9,93,57,Arid,ragi,78,43,63,6.971534247,1.47,High,Optimal,Optimal,Stop K,Borax + Zinc Sulphate mixture,Wood ash + Biochar
31.7,39,37,Black,bajra,27,8,38,6.971534247,0.63,Low,Low,Low,Triple Super Phosphate (TSP),Borax + Elemental Sulphur mixture,None
27.2,78,38,Black,cotton,23,93,35,6.971534247,0.56,Low,High,Low,Avoid Phosphate application,Manganese Sulphate,None
36.1,87,38,Laterite,moong,112,80,73,6.971534247,0.56,High,High,Optimal,Avoid Phosphate application,Zinc Sulphate,Gypsum + Organic matter
20.5,71,69,Alluvial,barley,105,11,26,6.971534247,0.75,High,Low,Low,Muriate of Potash (MOP),Ferrous Sulphate,None
21.3,69,59,Red,bajra,43,15,14,6.971534247,1.21,Optimal,Low,Low,Muriate of Potash (MOP),Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
29.3,91,22,Alkaline soil,garlic,38,53,112,9.42,3.65,Optimal,Optimal,High,Ammonium Sulphate,Zinc Sulphate + Borax mixture,Gypsum + Sulphur
25,53,59,Alluvial,wheat,62,51,32,6.971534247,1.29,Optimal,Optimal,Low,Muriate of Potash (MOP),Ferrous Sulphate + Zinc Sulphate mixture,None
13.5,86,43,Alluvial,groundnut,108,98,57,6.971534247,0.95,High,High,Optimal,Calcium Ammonium Nitrate,Ammonium Molybdate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
28.7,86,43,Clayey,jowar,27,12,18,6.971534247,0.59,Low,Low,Low,Muriate of Potash (MOP),Zinc Sulphate,Lime
28.6,69,84,Alluvial,moong,25,86,105,6.971534247,0.57,Low,High,High,Rock Phosphate,Borax + Ammonium Molybdate mixture,None
26.4,68,71,Clayey,rice,3,59,10,6.971534247,0.87,Low,High,Low,Sulphate of Potash (SOP),Gypsum + Borax mixture,Gypsum + Organic matter
35.8,92,49,Clayey,chickpea,26,19,92,6.971534247,0.52,Low,Low,High,Calcium Ammonium Nitrate,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
11.6,32,62,Laterite,sugarcane,19,69,100,6.971534247,1.25,Low,High,High,Stop K,Borax + Elemental Sulphur mixture,None
23.8,56,52,Arid,ragi,101,80,66,6.971534247,0.52,High,High,Optimal,Balanced NPK (maintenance),Ferrous Sulphate,None
17,61,49,Clayey,jowar,100,69,89,6.971534247,0.64,High,High,High,Split N doses,Borax + Zinc Sulphate mixture,Gypsum + Sulphur
29.3,88,69,Alkaline soil,wheat,56,86,15,6.971534247,0.57,Optimal,High,Low,Calcium Ammonium Nitrate,Borax + Elemental Sulphur mixture,None
22.4,76,81,Red,sugarcane,60,25,6,6.971534247,0.61,Optimal,Low,Low,Rock Phosphate,Ferrous Sulphate + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
25.1,95,33,Red,groundnut,56,92,16,6.971534247,1.47,Optimal,High,Low,Ammonium Chloride,Zinc Sulphate + Manganese Sulphate mixture,None
17.5,38,85,Laterite,garlic,96,43,92,6.971534247,0.65,High,Optimal,High,Avoid Phosphate application,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
35.5,66,20,Black,ragi,108,82,63,6.971534247,0.91,High,High,Optimal,Ammonium Sulphate,Gypsum + Borax mixture,None
20.4,68,58,Red,bajra,11,28,26,6.971534247,1.4,Low,Low,Low,Ammonium Sulphate,Magnesium Sulphate,Organic matter composts
34.3,70,52,Alkaline soil,barley,118,88,49,6.971534247,0.62,High,High,Optimal,Ammonium Chloride,Borax + Ammonium Molybdate mixture,None
31.5,92,61,Laterite,wheat,36,94,76,6.971534247,0.65,Low,High,High,Urea,Ammonium Molybdate + Zinc Sulphate mixture,None
28.7,86,43,Clayey,jowar,27,12,18,6.971534247,0.59,Low,Low,Low,Muriate of Potash (MOP),Zinc Sulphate,Lime
20.1,90,72,Red,soyabean,107,63,29,6.971534247,0.52,High,High,Low,Ammonium Sulphate,Zinc Sulphate,Gypsum + Sulphur
37.7,69,62,Alkaline soil,bajra,26,81,79,6.971534247,1.03,Low,High,High,Avoid N,Ferrous Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
21.6,83,42,Arid,moong,85,48,114,9.25,2.42,Optimal,Optimal,High,Urea,Zinc Sulphate + Borax mixture,Gypsum
21.1,32,47,Clayey,maize,117,77,9,6.971534247,1.07,High,High,Low,Ammonium Nitrate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
22.5,49,50,Alkaline soil,groundnut,98,20,17,6.971534247,0.82,High,Low,Low,Triple Super Phosphate (TSP),Ferrous Sulphate,None
26.7,55,76,Arid,bajra,112,95,37,6.971534247,1.12,High,High,Optimal,Split N doses,Zinc Sulphate,None
26,53,43,Alluvial,cotton,40,34,49,6.971534247,0.99,Low,Optimal,Optimal,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate,None
12.2,76,62,Laterite,barley,78,8,92,6.971534247,0.54,High,Low,High,Urea,Magnesium Sulphate,None
15.9,83,32,Black,mustard,21,72,55,6.971534247,0.57,Low,High,Optimal,Monoammonium Phosphate (MAP),Ferrous Sulphate,None
32.5,40,35,Alkaline soil,onion,6,65,56,6.971534247,1.16,Low,High,Optimal,Muriate of Potash (MOP),Zinc Sulphate + Borax mixture,Wood ash + Biochar
34.3,35,75,Alluvial,sugarcane,22,90,116,6.971534247,0.88,Low,High,High,Avoid N,Borax + Elemental Sulphur mixture,None
28.2,65,40,Red,mustard,22,89,64,6.971534247,0.54,Low,High,Optimal,Ammonium Sulphate,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
24.4,71,42,Black,bajra,60,83,54,6.971534247,1.5,Optimal,High,Optimal,Reduce N,Borax + Elemental Sulphur mixture,Wood ash + Biochar
16.4,46,81,Clayey,ragi,105,10,101,6.971534247,0.96,High,Low,High,Single Super Phosphate (SSP),Ferrous Sulphate + Manganese Sulphate mixture,Sulphur
26.9,91,72,Clayey,mustard,48,77,112,7.79,1.63,Optimal,High,High,Diammonium Phosphate (DAP),Zinc Sulphate + Borax mixture,Organic matter composts
24,80,80,Clayey,chickpea,19,21,29,6.971534247,1.42,Low,Low,Low,Triple Super Phosphate (TSP),Magnesium Sulphate + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
23.8,53,73,Black,sugarcane,73,67,16,6.971534247,0.77,Optimal,High,Low,Urea Ammonium Nitrate (UAN),Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
17.2,49,76,Alluvial,bajra,108,36,94,6.971534247,1.04,High,Optimal,High,Stop K,Borax + Elemental Sulphur mixture,None
20.6,85,21,Alkaline soil,bajra,116,62,56,6.971534247,0.56,High,High,Optimal,Monoammonium Phosphate (MAP),Borax + Zinc Sulphate mixture,None
22.9,53,79,Black,groundnut,91,87,61,6.971534247,1.15,High,High,Optimal,Ammonium Sulphate,Manganese Sulphate,None
32,68,79,Laterite,groundnut,75,100,75,6.971534247,1.01,Optimal,High,Optimal,Avoid Phosphate application,Gypsum + Borax mixture,None
28.3,91,57,Alkaline soil,barley,90,14,70,6.971534247,1.47,High,Low,Optimal,Triple Super Phosphate (TSP),Manganese Sulphate,None
26.5,78,65,Alkaline soil,barley,20,42,115,6.971534247,0.79,Low,Optimal,High,Split N doses,Borax + Elemental Sulphur mixture,Gypsum
30.3,34,87,Alkaline soil,groundnut,27,65,35,6.971534247,0.82,Low,High,Low,Diammonium Phosphate (DAP),Zinc Sulphate + Borax mixture,None
33.1,95,49,Clayey,cotton,42,67,19,9.17,4.4,Low,High,Low,Monoammonium Phosphate (MAP),Ferrous Sulphate + Zinc Sulphate mixture,Gypsum
24.9,62,64,Laterite,garlic,70,100,91,6.971534247,1.07,Optimal,High,High,Avoid N,Borax + Elemental Sulphur mixture,None
27,84,53,Red,soyabean,103,23,82,6.971534247,0.83,High,Low,High,Ammonium Nitrate,Ferrous Sulphate,Gypsum + Organic matter
35.9,55,33,Arid,jowar,68,33,20,9.23,3.91,Optimal,Optimal,Low,Ammonium Chloride,Zinc Sulphate + Borax mixture,Gypsum + Sulphur
25.6,89,44,Arid,garlic,28,56,104,6.971534247,1.07,Low,Optimal,High,Monoammonium Phosphate (MAP),Magnesium Sulphate + Zinc Sulphate mixture,Lime
34.1,34,57,Alkaline soil,onion,81,68,110,9.14,3.23,Optimal,High,High,Sulphate of Potash (SOP),Manganese Sulphate,Gypsum + Sulphur
30.4,79,32,Laterite,maize,73,49,40,7.92,2.33,Optimal,Optimal,Low,Sulphate of Potash (SOP),Borax + Zinc Sulphate mixture,Sulphur
